Process,document_title,Text,label
SM2_1,Online Safety Act 2021,"(f) material where the following conditions are satisfied:
(i) the material is a computer game;
(ii) the computer game has not been classified by the Classification Board under the Classification (Publications, Films and Computer Games) Act 1995;
(iii) if the computer game were to be classified by the Classification Board under that Act—the computer game would be likely to be classified as RC; or
(g) material where the following conditions are satisfied:
(i) the material is not a film, the contents of a film, a computer game, a publication or the contents of a publication;
(ii) if the material were to be classified by the Classification Board in a corresponding way to the way in which a film would be classified under the Classification (Publications, Films and Computer Games) Act 1995— the material would be likely to be classified as RC.",0
SM2_1,Online Safety Act 2021,"(2) Section 22CF of the Classification (Publications, Films and Computer Games) Act 1995 (which deals with classification using an approved classification tool) applies for the purposes of this section in a corresponding way to the way in which it applies for the purposes of that Act. ",0
SM2_1,Online Safety Act 2021,"(1) For the purposes of this Act, class 2 material means:
(a) material where the following conditions are satisfied:
(i) the material is a film or the contents of a film;
(ii) the film has been classified as X 18+ by the Classification Board under the Classification (Publications, Films and Computer Games) Act 1995; or
(b) material where the following conditions are satisfied: (i) the material is a film or the contents of a film; (ii) the film has not been classified by the Classification Board under the Classification (Publications, Films and Computer Games) Act 1995;
(iii) if the film were to be classified by the Classification Board under that Act—the film would be likely to be classified as X 18+; or",0
SM2_1,Online Safety Act 2021,"(c) material where the following conditions are satisfied:
(i) the material is a publication or the contents of a publication;
(ii) the publication has been classified as Category 2 restricted by the Classification Board under the Classification (Publications, Films and Computer Games) Act 1995; or
(d) material where the following conditions are satisfied:
(i) the material is a publication or the contents of a publication;
(ii) the publication has not been classified by the Classification Board under the Classification (Publications, Films and Computer Games) Act 1995;
(iii) if the publication were to be classified by the Classification Board under that Act—the publication would be likely to be classified as Category 2 restricted",0
SM2_1,Administrative Appeals Tribunal Act 1975,"For the purposes of the finance law (within the meaning of the Public Governance, Performance and Accountability Act 2013):
(a)
(b) (c) (d) (e)
the following group of persons is a listed entity: (i) the Registrar;
(ii) the staff of the Tribunal referred to in subsection 24N(1); and
the listed entity is to be known as the Administrative Appeals Tribunal; and
the Registrar is the accountable authority of the listed entity; and
the persons referred to in paragraph (a) are officials of the listed entity; and
the purposes of the listed entity include the Registrar’s function to assist the President in the management of the administrative affairs of the Tribunal (see section 24B).",0
SM2_1,Administrative Appeals Tribunal Act 1975,The Registrar is appointed by the Governor-General on the nomination of the President. ,0
SM2_1,Administrative Appeals Tribunal Act 1975,"(1) The Registrar has power to do all things necessary or convenient to be done for the purpose of assisting the President under
section 24B.
(2) In particular, the Registrar may act on behalf of the President in relation to the administrative affairs of the Tribunal.
(3) The President may give the Registrar directions regarding the exercise of his or her powers under this Part.",0
SM2_1,Administrative Appeals Tribunal Act 1975,"(1) The Registrar may resign his or her appointment by giving the Governor-General a written resignation.
(2) The resignation takes effect on the day it is received by the Governor-General or, if a later day is specified in the resignation, on that later day.",0
SM2_1,Administrative Appeals Tribunal Act 1975,"The officers of the Tribunal and members of the staff of the Tribunal have the functions and powers conferred on them:
(a) by this Act and any other enactment; and (b) by the President.",0
SM2_1,Administrative Appeals Tribunal Act 1975,"(1) Subject to sections 35, 36 and 36B, the Tribunal shall ensure that every party to a proceeding before the Tribunal is given a reasonable opportunity to present his or her case and, in particular, to inspect any documents to which the Tribunal proposes to have regard in reaching a decision in the proceeding and to make submissions in relation to those documents.",0
SM2_1,Administrative Appeals Tribunal Act 1975,"(2) This section does not apply to:
(a) a proceeding in the Security Division to which section 39A or 39BA applies; or
(b) the agency party to a proceeding in the Social Services and Child Support Division.",0
SM2_1,Administrative Appeals Tribunal Act 1975,"(2) The agency party to a proceeding before the Tribunal in the Social Services and Child Support Division may make written submissions to the Tribunal.
(3) The agency party may, by writing, request the Tribunal for permission to make:
(a) oral submissions to the Tribunal; or
(b) both oral and written submissions to the Tribunal.
The request must explain how such submissions would assist the Tribunal.",0
SM2_1,Administrative Appeals Tribunal Act 1975,"
Review of security assessment
(1) If an application for a review of a security assessment is made to the Tribunal, the Tribunal is to review the assessment in accordance with this section.",0
SM2_1,Administrative Appeals Tribunal Act 1975,"(3) It is the duty of the Director-General of Security to present to the Tribunal all relevant information available to the Director-General, whether favourable or unfavourable to the applicant.",0
SM2_1,Administrative Appeals Tribunal Act 1975,"(6) Subject to subsection (9), the applicant and a person representing the applicant may be present when the Tribunal is hearing submissions made or evidence adduced by the Director-General of Security or the Commonwealth agency, State or authority of a State to which the assessment was given.",0
SM2_1,Quest coffee Roaster Handbook,"The Quest’s most common modification is to enable digital temperature readings and to store/display them. Digitizing the Quest ranges from simple to complicated. For example:
● Replace the analogue thermometer with a thermocouple connected to a digital thermometer.
● Add additional thermocouples to measure more parameters.
● Connect thermocouples to a computer logging application.
This section of the Quest handbook provides only ideas and basic information.",0
SM2_1,Quest coffee Roaster Handbook,"Thermocouples are not all the same; there are numerous standards. Thermocouples generate a small voltage proportional to temperature, which thermometers convert to a temperature reading. A newer kind of thermocouple, the RTD, creates a resistance proportional to temperature, which thermometers convert to a temperature reading. ",0
SM2_1,Quest coffee Roaster Handbook,"The most commonly used thermocouple for this application is the T- type. The type of thermocouple must match the type of meter/interface used.
At one time, it was possible to purchase a kit to make the following modifications. This kit is no longer on offer.",0
SM2_1,Quest coffee Roaster Handbook,"Usual BT Location: The thermometer threads on the roaster's faceplate are M8 x 1.25 mm. Probes with this screw size are available from several sources, including the factory and Coffee Shrub. These thermocouples screw into either the BT or the ET hole without modification. Non-threaded thermocouples need adapters, which most manufacturers sell.",0
SM2_1,Quest coffee Roaster Handbook,"Alternate BT Location: The stock BT thermometer location is optimum for most batch sizes, but it may be a bit too high for tiny batches. An alternate location is possible using one of the screw holes on the drum door's sight glass. To do this, remove the uphill* M4 sight-glass screw, and drill a tiny hole in the centre of it. Install a 1/16"" x 6"" thermocouple, such as the Omega TJ36-CASS-116G-2.00-SB- SMPW-M through the hole, bent so that the probe protrudes only one inch inside the faceplate. Although this probe will be subject to being impacted by the beans, its short length makes it strong enough to function without being damaged by the beans.",0
SM2_1,Quest coffee Roaster Handbook,"ET measurement: Quest roasters come equipped with an M8 tapped hole at the proper location to measure the environmental temperature. This hole is closed off with a bolt. The same thermocouple used for measuring BT will work here, although some users prefer a thinner probe, as it is more responsive. When the roaster is empty, the BT and the ET measurements are nearly the same, being the drum’s air temperature. Once charged, the ET thermocouple continues to measure the drum’s air temperature, while the BT indicates an approximation of the bean temperature.",0
SM2_1,Quest coffee Roaster Handbook,"MET Measurement: A modification to measure maximum environmental temperature (MET) is possible. MET is a measurement of the temperature between the drum and the case. The easiest solution is to remove one of the upper M4 hex screws securing the bean chute and insert a 1/8"" x 6"" thermocouple between the drum and the shell.",0
SM2_1,Quest coffee Roaster Handbook,"For a better solution, drill a suitable hole in the centre of the M4 hex screw, and install a 1/16"" x 6"" thermocouple, such as the Omega TJ36-CASS-116G-6.00-SB-SMPW-M. The beans cannot impact a probe at this location. ",0
SM2_1,Quest coffee Roaster Handbook,"Therefore, one can install a long, thin probe; the lighter the probe, the more responsive the readings will be. This screw will be weaker than the other three holding the chute. Do not torque it down beyond a little more than finger tight.",0
SM2_1,Quest coffee Roaster Handbook,"A 1/8"" probe can protrude straight out and be pushed in or pulled out to achieve optimum readings; a 1/16"" probe is too flexible. On an M3 roaster, to secure the thinner probe, bend the probe 90o 2.5” from the cable end. Route the wire across the bean chute’s face to the side of the roaster, and secure it with a cable tie. Be sure to bend the probe according to the manufacturer’s recommendations for a minimum radius. On an M6 roaster, push the probe completely in, which will position it correctly.",0
SM2_1,Quest coffee Roaster Handbook,"The heaters on some roasters are mounted low in the roasting chamber; therefore, you can use either of the two upper screw holes. The heaters on other roasters are different. As viewed from the front, the left-hand one is mounted high; the other is mounted low. ",0
SM2_1,Quest coffee Roaster Handbook,"Therefore, to avoid having the probe close to the upper element, we recommend mounting the probe in the right-hand hole. ",0
SM2_1,Quest coffee Roaster Handbook,"The displayed value of the MET is highly dependent on the location of the probe. Even minor variations in placement make significant differences in the indicated temperature. Thus, it is of little use as an absolute value, especially for making comparisons between roasters ",0
SM2_1,Quest coffee Roaster Handbook,"However, most responsive of the three temperature readings (BT, ET, MET). Thus, it is an excellent choice to monitor the effects of heater and blower control changes.",0
