Process,document_title,Text,label
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),Part A must include an employee due diligence program that meets the requirements of paragraphs 8.3.2 to 8.3.4 of these Rules.,0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"The employee due diligence program must put in place appropriate risk‑based systems and controls for the reporting entity to determine whether to, and in what manner to, screen any prospective employee who, if employed, may be in a position to facilitate the commission of a money laundering or financing of terrorism offence in connection with the provision of a designated service by the reporting entity.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"The employee due diligence program must include appropriate risk‑based systems and controls for the reporting entity to determine whether to, and in what manner to, re‑screen an employee where the employee is transferred or promoted and may be in a position to facilitate the commission of a money laundering or financing of terrorism offence in connection with the provision of a designated service by the reporting entity.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"The employee due diligence program must establish and maintain a system for the reporting entity to manage any employee who fails, without reasonable excuse, to comply with any system, control or procedure established in accordance with Part A or Part B.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1)," A reporting entity’s Part A program must be approved by its governing board and senior management. Part A must also be subject to the ongoing oversight of the reporting entity’s board and senior management. Where the reporting entity does not have a board, Part A must be approved and overseen by its chief executive officer or equivalent.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"An AML/CTF program must include a procedure for the reporting entity to collect, at a minimum, the following KYC information about an individual (other than an individual who notifies the reporting entity that he or she is a customer of the reporting entity in his or her capacity as a sole trader):

(1)      the customer’s full name;

(2)      the customer’s date of birth; and

(3)      the customer’s residential address.",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"An AML/CTF program must include a procedure for the reporting entity to collect at a minimum, the following KYC information about a customer who notifies the reporting entity that he or she is a customer of the reporting entity in his or her capacity as a sole trader:

(1)      the customer’s full name;

(2)      the customer’s date of birth;

(3)      the full business name (if any) under which the customer carries on his or her business;

(4)      the full address of the customer’s principal place of business (if any) or the customer’s residential address; and

(5)      any ABN issued to the customer.",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1)," An AML/CTF program must include appropriate risk‑based systems and controls for the reporting entity to determine whether, in addition to the KYC information referred to in paragraph 4.2.3 or 4.2.4 above, any other KYC information will be collected about a customer.",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"An AML/CTF program must include a procedure for the reporting entity to verify, at a minimum, the following KYC information about a customer:

(1)      the customer’s full name; and

(2)      either:

(a)  the customer’s date of birth; or

(b)  the customer’s residential address.",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"An AML/CTF program must require that the verification of information collected about a customer be based on:

(1)      reliable and independent documentation;

(2)      reliable and independent electronic data; or

(3)      a combination of (1) and (2) above.",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"An AML/CTF program must include appropriate risk‑based systems and controls for the reporting entity to determine whether, in addition to the KYC information referred to in paragraph 4.2.6 above, any other KYC information collected about the customer should be verified from reliable and independent documentation, reliable and independent electronic data or a combination of the two.",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),An AML/CTF program must include appropriate risk‑based systems and controls for the reporting entity to respond to any discrepancy that arises in the course of verifying KYC information collected about a customer so that the reporting entity can determine whether it is reasonably satisfied that the customer is the person that he or she claims to be.,1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),An AML/CTF program must require that the reporting entity be satisfied that any document from which the reporting entity verifies KYC information about an individual has not expired (other than in the case of a passport issued by the Commonwealth that expired within the preceding two years).,1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"An AML/CTF program must include appropriate risk‑based systems and controls for the reporting entity to determine:

(1)      whether the electronic data is reliable and independent, taking into account the following factors:

(a)    the accuracy of the data;

(b)    how secure the data is;

(c)    how the data is kept up‑to‑date;

(d)   how comprehensive the data is (for example, by reference to the range of persons included in the data and the period over which the data has been collected);

(e)    whether the data has been verified from a reliable and independent source;

(f)    whether the data is maintained by a government body or pursuant to legislation; and

(g)    whether the electronic data can be additionally authenticated; and

(2)      what reliable and independent electronic data the reporting entity will use for the purpose of verification;

(3)      the reporting entity’s pre‑defined tolerance levels for matches and errors; and

(4)      whether, and how, to confirm KYC information collected about a customer by independently initiating contact with the person that the customer claims to be.",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"If a reporting entity is unable to establish the identity of a customer using the applicable customer identification requirements specified in Chapter 4 of the AML/CTF Rules because the customer does not possess, and is unable to obtain, the necessary information or evidence of identity, then it may use alternative identity proofing processes, in accordance with its risk-based systems and controls, to do so.",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"If a reporting entity is unable to establish the identity of a customer in accordance with paragraph 4.15.1 or 4.15.1A, then it may accept a self-attestation from the customer certifying that the information provided in relation to their identity is true and correct.",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"A reporting entity must apply appropriate levels of ongoing customer due diligence in order to identify, mitigate and manage any ML/TF risk associated with customer identities established using self-attestation.

",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,"A person commits an offence if:

                     (a)  the person produces a document to:

                              (i)  the AUSTRAC CEO; or

                             (ii)  an authorised officer; or

                            (iii)  a customs officer; or

                            (iv)  a police officer; or

                             (v)  a reporting entity; or

                            (vi)  a person acting on a reporting entity’s behalf; and

                     (b)  the person does so knowing that the document is false or misleading; and

                     (c)  the document is produced, or purportedly produced, under:

                              (i)  this Act; or

                             (ii)  a provision of the regulations or of the Anti-Money Laundering and Counter-Terrorism Financing Rules, if the regulations or Rules (as Australian Privacy Principlelicable) state that this section Australian Privacy Principlelies to that provision.

Penalty:  Imprisonment for 10 years or 10,000 penalty units, or both.

",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,"If a suspicious matter reporting obligation arises for a reporting entity in relation to a person, the reporting entity must give the AUSTRAC CEO a report about the matter within:

                     (a)  if paragraph (1)(d), (e), (f), (i) or (j) Australian Privacy Principlelies—3 business days after the day on which the reporting entity forms the relevant suspicion; or

                     (b)  if paragraph (1)(g) or (h) Australian Privacy Principlelies—24 hours after the time when the reporting entity forms the relevant suspicion.",1
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"In so far as a reporting entity has any customer who is a domestic or a foreign company, an AML/CTF program must comply with the requirements specified in Part 4.3 of these Rules.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"An AML/CTF program must include appropriate risk‑based systems and controls that are designed to enable the reporting entity to be reasonably satisfied, where a customer is a company, that:

(1)      the company exists; and

(2)      in respect to beneficial owners, the reporting entity has complied with the requirements specified in Part 4.12 of these Rules.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"If an AML/CTF program includes the simplified company verification procedure described below with respect to a company that is:

(1)      a domestic listed public company;

(2)      a majority owned subsidiary of a domestic listed public company; or

(3)      licensed and subject to the regulatory oversight of a Commonwealth, State or Territory statutory regulator in relation to its activities as a company;

an AML/CTF program is taken to comply with the requirements of paragraphs 4.3.5, 4.3.6 and 4.3.7 of these Rules in so far as those customers are concerned.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"An AML/CTF program must include appropriate risk‑based systems and controls for the reporting entity to determine whether, in addition to the KYC information referred to in paragraph 4.3.5, any other KYC information referred to in paragraph 4.3.3 or other KYC information relating to the company’s existence collected in respect of the company, should be verified.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"In so far as a reporting entity has any customer who is an incorporated or unincorporated association, an AML/CTF program must comply with the requirements specified in Part 4.6 of these Rules.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"An AML/CTF program must include appropriate risk‑based systems and controls that are designed to enable the reporting entity to be reasonably satisfied, where a customer notifies the reporting entity that it is an incorporated or unincorporated association, that:

(1)      the association exists; and

(2)      the names of any members of the governing committee (howsoever described) of the association have been provided.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"Subject to paragraph 4.6.8, an AML/CTF program must require that the verification of information about an association be based on:

(1)      the constitution or rules of the association or a certified copy or certified extract of the constitution or rules of the association;

(2)      the minutes of meeting of the association or a certified copy or certified extract of minutes of meeting of the association;

(3)      in the case of an incorporated association, information provided by ASIC or by the State, Territory or overseas body responsible for the incorporation of the association;

(4)      reliable and independent documents relating to the association;

(5)      reliable and independent electronic data; or

(6)      a combination of (1)–(5) above.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),"For the purposes of subparagraph 4.6.7(4), ‘reliable and independent documents relating to the association’ includes a disclosure certificate that verifies information about an association where:

(1)      the verification is for the purposes of a procedure of the kind described in paragraph 4.6.6 of these Rules; and

(2)      the information to be verified is not otherwise reasonably available from the sources described in paragraph 4.6.7.",0
Know Your Customer,Anti-Money Laundering and Counter-Terrorism Financing Rules Instrument 2007 (No. 1),An AML/CTF program must include appropriate risk‑based systems and controls for the reporting entity to respond to any discrepancy that arises in the course of verifying information about an association so that the reporting entity can determine whether it is reasonably satisfied about the matters referred to in subparagraphs 4.6.2(1) and (2).,0
Know Your Customer,Privacy Act 1988 and its Amendments,"If an Australian Privacy Principle entity is an agency, the entity must not collect personal information (other than sensitive information) unless the information is reasonably necessary for, or directly related to, one or more of the entity’s functions or activities.",0
Know Your Customer,Privacy Act 1988 and its Amendments,"If an Australian Privacy Principle entity is an organisation, the entity must not collect personal information (other than sensitive information) unless the information is reasonably necessary for one or more of the entity’s functions or activities.",1
Know Your Customer,Privacy Act 1988 and its Amendments,"An Australian Privacy Principle entity must not collect sensitive information about an individual unless:
a) the individual consents to the collection of the information and:
- if the entity is an agency — the information is reasonably necessary for, or directly related to, one or more of the entity’s functions or activities; or
- if the entity is an organisation — the information is reasonably necessary for one or more of the entity’s functions or activities; or
b) subclause 3.4 Australian Privacy Principlelies in relation to the information.",1
Know Your Customer,Privacy Act 1988 and its Amendments,An Australian Privacy Principle entity must collect personal information only by lawful and fair means.,1
Know Your Customer,Privacy Act 1988 and its Amendments,"An Australian Privacy Principle entity must collect personal information about an individual only from the individual unless:
a) if the entity is an agency:
- the individual consents to the collection of the information from someone other than the individual; or
- the entity is required or authorised by or under an Australian law, or a court/tribunal order, to collect the information from someone other than the individual; or
b) it is unreasonable or impracticable to do so.",1
Know Your Customer,Privacy Act 1988 and its Amendments,"If an Australian Privacy Principle entity holds personal information about an individual, the entity must, on request by the individual, give the individual access to the information.",1
Know Your Customer,Privacy Act 1988 and its Amendments,"If:
a) the Australian Privacy Principle entity is an agency; and
b) the entity is required or authorised to refuse to give the individual access to the personal information by or under:
- the Freedom of Information Act; or
- any other Act of the Commonwealth, or a Norfolk Island enactment, that provides for access by persons to documents;
then, despite subclause 12.1, the entity is not required to give access to the extent that the entity is required or authorised to refuse to give access.",1
Know Your Customer,Privacy Act 1988 and its Amendments,"The Australian Privacy Principle entity must:
a) respond to the request for access to the personal information:
- if the entity is an agency — within 30 days after the request is made; or
- if the entity is an organisation — within a reasonable period after the request is made; and
b) give access to the information in the manner requested by the individual, if it is reasonable and practicable to do so.",1
Know Your Customer,Privacy Act 1988 and its Amendments,"An Australian Privacy Principle entity must take such steps (if any) as are reasonable in the circumstances to ensure that the personal information that the entity collects is accurate, up-to-date and complete.",1
Know Your Customer,Privacy Act 1988 and its Amendments,"An Australian Privacy Principle entity must take such steps (if any) as are reasonable in the circumstances to ensure that the personal information that the entity uses or discloses is, having regard to the purpose of the use or disclosure, accurate, up-to-date, complete and relevant.",1
Know Your Customer,Privacy Act 1988 and its Amendments,"If an Australian Privacy Principle entity holds personal information, the entity must take such steps as are reasonable in the circumstances to protect the information:
a) from misuse, interference and loss; and
b) from unauthorised access, modification or disclosure.",1
Know Your Customer,Privacy Act 1988 and its Amendments,"If:
a) an Australian Privacy Principle entity holds personal information about an individual; and
b) the entity no longer needs the information for any purpose for which the information may be used or disclosed by the entity under this Schedule; and
c) the information is not contained in a Commonwealth record; and
d) the entity is not required by or under an Australian law, or a court/tribunal order, to retain the information;
the entity must take such steps as are reasonable in the circumstances to destroy the information or to ensure that the information is de-identified.",1
Know Your Customer,Privacy Act 1988 and its Amendments,"At or before the time or, if that is not practicable, as soon as practicable after, an Australian Privacy Principle entity collects personal information about an individual, the entity must take such steps (if any) as are reasonable in the circumstances:
a) to notify the individual of such matters referred to in subclause 5.2 as are reasonable in the circumstances; or
b) to otherwise ensure that the individual is aware of any such matters.",1
Know Your Customer,Privacy Act 1988 and its Amendments,"If an organisation holds personal information about an individual, the organisation must not use or disclose the information for the purpose of direct marketing.

Note: An act or practice of an agency may be treated as an act or practice of an organisation, see section 7A.",0
Know Your Customer,Privacy Act 1988 and its Amendments,"Despite subclause 7.1, an organisation may use or disclose personal information (other than sensitive information) about an individual for the purpose of direct marketing if:

the organisation collected the information from the individual; and
the individual would reasonably expect the organisation to use or disclose the information for that purpose; and
the organisation provides a simple means by which the individual may easily request not to receive direct marketing communications from the organisation; and
the individual has not made such a request to the organisation.",0
Know Your Customer,Privacy Act 1988 and its Amendments,An Australian Privacy Principle entity must have a clearly expressed and up to date policy (the Australian Privacy Principle privacy policy) about the management of personal information by the entity.,0
Know Your Customer,Privacy Act 1988 and its Amendments,"An Australian Privacy Principle entity must take such steps as are reasonable in the circumstances to implement practices, procedures and systems relating to the entity’s functions or activities that:
a) will ensure that the entity complies with the Australian Privacy Principles and a registered Australian Privacy Principle code (if any) that binds the entity; and
b) will enable the entity to deal with inquiries or complaints from individuals about the entity’s compliance with the Australian Privacy Principles or such a code.",0
Know Your Customer,Privacy Act 1988 and its Amendments,"Without limiting subclause 1.3, the Australian Privacy Principle privacy policy of the Australian Privacy Principle entity must contain the following information:

a) the kinds of personal information that the entity collects and holds;
b) how the entity collects and holds personal information;
c) the purposes for which the entity collects, holds, uses and discloses personal information;
d) how an individual may access personal information about the individual that is held by the entity and seek the correction of such information;
e) how an individual may complain about a breach of the Australian Privacy Principles, or a registered Australian Privacy Principle code (if any) that binds the entity, and how the entity will deal with such a complaint;
f) whether the entity is likely to disclose personal information to overseas recipients;
g) if the entity is likely to disclose personal information to overseas recipients—the countries in which such recipients are likely to be located if it is practicable to specify those countries in the policy.",0
Know Your Customer,Privacy Act 1988 and its Amendments,"An Australian Privacy Principle entity must take such steps as are reasonable in the circumstances to make its Australian Privacy Principle privacy policy available:
a) free of charge; and
b) in such form as is Australian Privacy Principleropriate.
Note: An Australian Privacy Principle entity will usually make its Australian Privacy Principle privacy policy available on the entity’s website.",0
Know Your Customer,Privacy Act 1988 and its Amendments,"If a person or body requests a copy of the Australian Privacy Principle privacy policy of an Australian Privacy Principle entity in a particular form, the entity must take such steps as are reasonable in the circumstances to give the person or body a copy in that form.",0
Know Your Customer,Fair Work Act 2009,"The FWC must be satisfied that no employer that will be covered by the relevant determination is, or has previously been, covered by an enterprise agreement, or another workplace determination, in relation to the work to be performed by the employees who will be covered by the relevant determination.",0
Know Your Customer,Fair Work Act 2009,"However, an employer may request an employee to work on a public holiday if the request is reasonable.",0
Know Your Customer,Fair Work Act 2009,"The terms of a modern award or enterprise agreement may provide for average weekly hours that exceed the hours referred to in paragraph (1)(a) or (b) if the excess hours are reasonable for the purposes of subsection 62(1).

Note:          Hours in excess of the hours referred to in paragraph (1)(a) or (b) that are worked in a week in accordance with averaging terms in a modern award or enterprise agreement (whether the terms comply with subsection (1) or (2)) will be treated as additional hours for the purposes of section 62. The averaging terms will be relevant in determining whether the additional hours are reasonable (see paragraph 62(3)(i)).

",0
Know Your Customer,Fair Work Act 2009,"An employee, other than a casual employee, is not entitled to leave under this Division (other than unpaid pre‑adoption leave or unpaid no safe job leave) unless the employee has, or will have, completed at least 12 months of continuous service with the employer immediately before the date that applies under subsection (3).",0
Know Your Customer,Fair Work Act 2009,"Birth‑related leave means leave of either of the following kinds:

                     (a)  unpaid parental leave taken in association with the birth of a child (see section 70);

                     (b)  unpaid special maternity leave (see section 80).

Meaning of adoption‑related leave",0
Know Your Customer,Fair Work Act 2009,"An employer must not terminate an employee’s employment unless the employer has given the employee written notice of the day of the termination (which cannot be before the day the notice is given).

Note 1:       Section 123 describes situations in which this section does not apply.

Note 2:       Sections 28A and 29 of the Acts Interpretation Act 1901 provide how a notice may be given. In particular, the notice may be given to an employee by:

(a)    delivering it personally; or

(b)    leaving it at the employee’s last known address; or

(c)    sending it by pre‑paid post to the employee’s last known address.

Amount of notice or payment in lieu of notice",0
Know Your Customer,Fair Work Act 2009,Paid annual leave may be taken for a period agreed between an employee and his or her employer.,0
Know Your Customer,Fair Work Act 2009,The employer must not unreasonably refuse to agree to a request by the employee to take paid annual leave.,0
Know Your Customer,Fair Work Act 2009,"If the period during which an employee takes paid annual leave includes a day or part‑day that is a public holiday in the place where the employee is based for work purposes, the employee is taken not to be on paid annual leave on that public holiday.",0
Know Your Customer,Fair Work Act 2009,An employee is entitled to be absent from his or her employment on a day or part‑day that is a public holiday in the place where the employee is based for work purposes.,0
Know Your Customer,Fair Work Act 2009,"If an employer requests an employee to work on a public holiday, the employee may refuse the request if:

                     (a)  the request is not reasonable; or

                     (b)  the refusal is reasonable.",0
Know Your Customer,Fair Work Act 2009,"Each of the following is an eligible community service activity:

                     (a)  jury service (including attendance for jury selection) that is required by or under a law of the Commonwealth, a State or a Territory; or

                     (b)  a voluntary emergency management activity (see subsection (2)); or

                     (c)  an activity prescribed in regulations made for the purpose of subsection (4).",0
Know Your Customer,Fair Work Act 2009,"This section applies if:

                     (a)  in accordance with this Division, an employee is absent from his or her employment for a period because of jury service; and

                     (b)  the employee is not a casual employee.",0
Know Your Customer,Disability Discrimination Act 1992,"For the purposes of this Act, an assistance animal is a dog or other animal:

                     (a)  accredited under a law of a State or Territory that provides for the accreditation of animals trained to assist a persons with a disability to alleviate the effect of the disability; or

                     (b)  accredited by an animal training organisation prescribed by the regulations for the purposes of this paragraph; or

                     (c)  trained:

                              (i)  to assist a person with a disability to alleviate the effect of the disability; and

                             (ii)  to meet standards of hygiene and behaviour that are appropriate for an animal in a public place.",0
Know Your Customer,Disability Discrimination Act 1992,"For the purposes of this Act, a disability aid, in relation to a person with a disability, is equipment (including a palliative or therapeutic device) that:

                     (a)  is used by the person; and

                     (b)  provides assistance to alleviate the effect of the disability.",0
Know Your Customer,Disability Discrimination Act 1992,The Commission is not to regard an enactment or proposed enactment as being inconsistent with or contrary to the objects of this Act for the purposes of paragraph (1)(i) because of a provision of the enactment or proposed enactment that is included for the purpose referred to in subsection 45(1) (special measures).,0
Know Your Customer,Disability Discrimination Act 1992,"There is to be a Disability Discrimination Commissioner, who is to be appointed by the Governor‑General.",0
Know Your Customer,Disability Discrimination Act 1992,"A person must not be appointed under subsection (1) as the Disability Discrimination Commissioner unless the Minister is satisfied that:

                     (a)  the person has appropriate qualifications, knowledge or experience; and

                     (b)  the selection of the person for the appointment is the result of a process that:

                              (i)  was merit‑based; and

                             (ii)  included public advertising of the position.",0
Know Your Customer,Disability Discrimination Act 1992,"The action planner may give a copy of the action plan, or of any amendments to the action plan, to the Commission.",0
Know Your Customer,Disability Discrimination Act 1992,"If the action planner does so, the Commission must make the copy available to the public.",0
Know Your Customer,Disability Discrimination Act 1992,It is unlawful for a person to commit an act of victimisation against another person.,0
Know Your Customer,Disability Discrimination Act 1992,"It is unlawful for an employer or a person acting or purporting to act on behalf of an employer to discriminate against a person on the ground of the other person’s disability:

                     (a)  in the arrangements made for the purpose of determining who should be offered employment; or

                     (b)  in determining who should be offered employment; or

                     (c)  in the terms or conditions on which employment is offered.",0
Know Your Customer,Disability Discrimination Act 1992,"It is unlawful for an employer or a person acting or purporting to act on behalf of an employer to discriminate against an employee on the ground of the employee’s disability:

                     (a)  in the terms or conditions of employment that the employer affords the employee; or

                     (b)  by denying the employee access, or limiting the employee’s access, to opportunities for promotion, transfer or training, or to any other benefits associated with employment; or

                     (c)  by dismissing the employee; or

                     (d)  by subjecting the employee to any other detriment.",0
Know Your Customer,Disability Discrimination Act 1992,"Neither paragraph (1)(a) nor (b) renders it unlawful for a person to discriminate against another person, on the ground of the other person’s disability, in connection with employment to perform domestic duties on the premises on which the first‑mentioned person resides.",0
Know Your Customer,Disability Discrimination Act 1992,"It is unlawful for an educational authority to discriminate against a person on the ground of the person’s disability:

                     (a)  by refusing or failing to accept the person’s application for admission as a student; or

                     (b)  in the terms or conditions on which it is prepared to admit the person as a student.",0
Know Your Customer,Fair Work Act 2009,"A worker is bullied at work if:

                     (a)  while the worker is at work in a constitutionally‑covered business:

                              (i)  an individual; or

                             (ii)  a group of individuals;

                            repeatedly behaves unreasonably towards the worker, or a group of workers of which the worker is a member; and

                     (b)  that behaviour creates a risk to health and safety.",0
Know Your Customer,Fair Work Act 2009,"If:

                     (a)  a worker has made an application under section 789FC; and

                     (b)  the FWC is satisfied that:

                              (i)  the worker has been bullied at work by an individual or a group of individuals; and

                             (ii)  there is a risk that the worker will continue to be bullied at work by the individual or group;

then the FWC may make any order it considers appropriate (other than an order requiring payment of a pecuniary amount) to prevent the worker from being bullied at work by the individual or group.",0
Know Your Customer,Fair Work Act 2009,A court (including a court of a State or Territory) may not order a person to serve a sentence of imprisonment if the person fails to pay a pecuniary penalty imposed under this Act.,0
Know Your Customer,Fair Work Act 2009,"To avoid doubt, nothing in this Act limits the Federal Court’s powers under section 21, 22 or 23 of the Federal Court of Australia Act 1976.",0
Know Your Customer,Fair Work Act 2009,"The permit holder may, by written notice, require an affected employer to produce, or provide access to, a record or document (other than a non‑member record or document) that is directly relevant to the suspected contravention on a later day or days specified in the notice.",0
Know Your Customer,Fair Work Act 2009,"An employee is not taken to be stood down under subsection 524(1) during a period when the employee:

                     (a)  is taking paid or unpaid leave that is authorised by the employer; or

                     (b)  is otherwise authorised to be absent from his or her employment.

Note:          An employee may take paid or unpaid leave (for example, annual leave) during all or part of a period during which the employee would otherwise be stood down under subsection 524(1).",0
Know Your Customer,General Insurance Code of Practice,"We will have policies and procedures for
our Employees and Distributors that require
them to conduct sales appropriately and to
prevent unacceptable sales practices.",0
Know Your Customer,General Insurance Code of Practice,"We will only allow our Employees and
Distributors to provide services that
match their expertise.",0
Know Your Customer,General Insurance Code of Practice,"We must comply with any additional
obligations and binding standards that the
Insurance Council of Australia introduces
to the Code.",0
Know Your Customer,General Insurance Code of Practice,"The Insurance Council of Australia may
issue non-binding best practice guides
to help us meet our obligations under
the Code.",0
Know Your Customer,General Insurance Code of Practice,"If we appoint an Investigator, or Employee,
to investigate your claim, then we will
make sure that they investigate:
a. only those matters they need to
investigate; and
b. in an appropriate and respectful manner.",0
Know Your Customer,General Insurance Code of Practice,"If an investigation has gone on for 4 months,
then we will have your claim independently
reviewed by an Employee with appropriate
authority, knowledge or experience. We will
inform you if this happens.",0
Know Your Customer,General Insurance Code of Practice,"During the review, the Employee will
determine if there is sufficient cause
for the investigation into your claim to
continue. If it is determined that the
investigation should stop, then your claim
will be referred for a decision as set out
in part 8.",0
Know Your Customer,General Insurance Code of Practice,"The review process will not exceed 30
Calendar Days. If we do not complete
the review and notify you of the outcome
within that time, we will tell you in writing
about our Complaints process.",0
Know Your Customer,General Insurance Code of Practice,"After the review, we will tell you in writing,
why we have not been able to make a
decision on your claim and any information
we still need that we do not have.",0
