Process,document_title,Text,label
Travel Insurance Claim,General Insurance Code of Practice,"If we are contacted by an uninsured person
who wishes to make a claim against one
of our customers, then we will tell them
about our claims process and what is
required for us to start a claim. If we have
accepted a claim under our insured’s motor
vehicle policy, then we will tell them:
a. about the next steps in the claims process;
b. about our Complaints process; and
c. who to contact to find out about
any claim they make, and their
contact details.",1
Travel Insurance Claim,General Insurance Code of Practice,"If we identify, or you tell us about a
mistake we make in handling your claim,
then we will immediately take action to
correct the mistake.",1
Travel Insurance Claim,General Insurance Code of Practice,"If you have a Complaint about anything to
do with how we handle your claim, then
you may make a Complaint to us through
our Complaints process.",1
Travel Insurance Claim,General Insurance Code of Practice,"Where the event (for example, a natural
disaster) that caused you to make a claim
under your policy also caused you to be in
urgent financial need of the benefits you
are entitled to under that policy, then we
will do either or both of the following:
a. fast-track both our assessment of your
claim and the process we follow to
make a decision about your claim;
b. pay you an advance amount to help ease
your urgent financial need — we will do
this within 5 Business Days after you
demonstrate your urgent financial need.",1
Travel Insurance Claim,General Insurance Code of Practice,"When we are assessing your claim, we will
only ask for and rely on information that
is relevant to our decision. If we ask you
for information, then we will tell you why
we need it.",1
Travel Insurance Claim,General Insurance Code of Practice,"If you make a claim and we need further
information or assessment, then within
10 Business Days of receiving your claim
we will:
a. tell you any information we need to
make a decision on your claim. We will
use our best endeavours to do that in
one request;
b. if necessary, appoint a Loss Assessor or
Loss Adjuster to assess your claim; and
c. provide our estimate of the likely
timeframe and process for us to make
a decision about your claim.",1
Travel Insurance Claim,General Insurance Code of Practice,"When we assess your claim, we will
consider all relevant facts, the terms of
your insurance policy and the law.",1
Travel Insurance Claim,General Insurance Code of Practice,"We will tell you about the progress of your
claim at least every 20 Business Days.",1
Travel Insurance Claim,General Insurance Code of Practice,"We will respond to your routine enquiries
about your claim’s progress within 10
Business Days.",1
Travel Insurance Claim,General Insurance Code of Practice,"Once we have all relevant information
and have completed all enquiries, we will
decide whether to accept or deny your
claim and tell you of our decision within
10 Business Days.",1
Travel Insurance Claim,General Insurance Code of Practice,"Our decision will be made within 4 months
of receiving your claim, unless paragraph
78 applies. If we do not make a decision
within that time, we will tell you in writing
about our Complaints process.",1
Travel Insurance Claim,General Insurance Code of Practice,"In circumstances where:
a. your claim arises from an Extraordinary
Catastrophe;
b. your claim is fraudulent, or we
reasonably suspect it is fraudulent;
c. you do not respond to our reasonable
inquiries or to our requests for
documents or information about
your claim;
d. we have difficulty communicating
with you about your claim due to
circumstances beyond our control; or
e. you request a delay in the claims process;
then within 12 months of receiving your
claim we will tell you our decision in
writing. If we cannot make a decision
within 12 months, we will tell you in
writing about our Complaints process.",1
Travel Insurance Claim,General Insurance Code of Practice,"If we deny your claim, or do not pay it in
full, then we will tell you, in writing:
a. the aspects of your claim that we do
not accept;
b. the reasons for our decision;
c. that you have the right to ask us for the
information about you that we relied on
when assessing your claim;
d. that you have the right to ask us for
copies of any Service Suppliers’ or
External Experts’ reports that we relied
on; and
e. about our Complaints process.",1
Travel Insurance Claim,General Insurance Code of Practice,"If any of the timeframes in this part are
not practical due, for example, to the
complex nature of your claim, we will
agree a reasonable alternative timetable
with you. If we cannot reach an agreement
on an alternative timetable, we will
provide details of our Complaints process.",1
Travel Insurance Claim,General Insurance Code of Practice,"We must comply with the timeframes in
this part of the Code, unless any of the
following apply:
a. we have complied with an alternative
timetable to which you agreed;
b. our conduct, and the actual timeframe,
were reasonable in all the circumstances; c. the reason we did not comply with
the timeframe was that a report from
an External Expert was delayed, even
though we used our best endeavours to
obtain the report in time.",1
Travel Insurance Claim,General Insurance Code of Practice,"We are committed to taking extra care with
customers who experience vulnerability.
We recognise that a person’s vulnerabilities
can give rise to unique needs, and that
their needs can change over time and in
response to particular situations.",1
Travel Insurance Claim,General Insurance Code of Practice,"A person’s vulnerability may be due
to a range of factors such as:
a. age;
b. disability;
c. mental health conditions;
d. physical health conditions;
e. family violence;
f. language barriers;
g. literacy barriers;
h. cultural background;
i. Aboriginal or Torres Strait Islander status;
j. remote location; or
k. financial distress.",1
Travel Insurance Claim,General Insurance Code of Practice,"We encourage you to tell us about your
vulnerability so that we can work with you
to arrange support — otherwise, there is a
risk that we may not find out about it.",1
Travel Insurance Claim,General Insurance Code of Practice,"We will have internal policies and training
appropriate to our Employees’ roles to
help them:
a. understand if you may be vulnerable;
b. decide about how best, and to what
extent, we can support you;
c. take account of your particular needs
or vulnerability; and
d. engage with you with sensitivity,
dignity, respect and compassion —
this may include arranging additional
support, for example referring you to
people, or services, with specialist
training and experience.",1
Travel Insurance Claim,General Insurance Code of Practice,"We will have internal policies and training
appropriate to our Employees’ roles to help
them to identify if you are experiencing
Financial Hardship and decide how they
may be able to provide support to you.",1
Travel Insurance Claim,General Insurance Code of Practice,"We encourage you or your representative
to tell us about your Financial Hardship
so that we can work with you to discuss
your situation and the options available
to support you — otherwise there is a risk
that we may not find out about it.",1
Travel Insurance Claim,General Insurance Code of Practice,"If our Collection Agent or solicitor
communicates with you about money
owed, then that communication will
identify us as the insurer that they are
acting on behalf of and will specify the
nature of our claim against you.",0
Travel Insurance Claim,General Insurance Code of Practice,"You may complain to us about any
aspect of your relationship with us.",1
Travel Insurance Claim,General Insurance Code of Practice,"When we receive your Complaint, we will
acknowledge that we have received it.",1
Travel Insurance Claim,General Insurance Code of Practice,"If it is identified that we have made a
mistake when handling your Complaint,
then we will take action to correct the
mistake.",0
Travel Insurance Claim,General Insurance Code of Practice,"If the Australian Financial Complaints
Authority tells you that under its Rules
it cannot assist you or consider your
dispute, then you can seek independent
legal advice. You can also access any
other external dispute resolution or other
options that may be available to you.",0
Travel Insurance Claim,General Insurance Code of Practice,"We comply with the Principles of the
Privacy Act 1988 and/or any relevant
State or Territory requirements when we
collect, store, use, disclose and destroy
personal information about you.",1
Travel Insurance Claim,General Insurance Code of Practice,"At your request, and subject to paragraph
163, we must give you — free of charge,
access to any information that we relied
on in assessing your application for
insurance cover, or in handling your claim,
or in responding to your Complaint. We
must give you this information within 30
Calendar Days unless paragraph 82 or
151 applies.",1
Travel Insurance Claim,General Insurance Code of Practice,"The information you may access includes:
a. documents and information we relied
on to deny your claim;
b. copies of your product disclosure
statement and insurance;
c. copies of any reports from Service
Suppliers or External Experts that we
relied on; and
d. copies of any recordings and/or
transcripts of any interaction we had
with you that we relied on.",1
Travel Insurance Claim,General Insurance Code of Practice,"If we refuse to give you access
to information, we will not do so
unreasonably, and we will tell you our
reasons for doing so and about our
Complaints process. We may refuse to
give you access to information in the
following circumstances:
a. where a law — for example, the Privacy
Act 1988 — says we do not have to;
b. in the case of a claim where the claim
is being or has been investigated,
and giving access would have an
unreasonable impact on the privacy of other individuals or government
agencies; or
c. if doing so may be prejudicial to us in
relation to a Complaint or a dispute
about your insurance cover or your claim
— however, even in this circumstance
we must give you access to any External
Experts’ reports we relied on.",1
Travel Insurance Claim,General Insurance Code of Practice,"Anyone can report alleged breaches of the
Code to the Code Governance Committee
at any time.",0
Travel Insurance Claim,General Insurance Code of Practice,"The Code Governance Committee is
responsible for:
a. providing stewardship of the Code by
helping the general insurance industry
understand and comply with the Code;
b. identifying areas for improvement of
insurance practices; c. liaising with the Insurance Council of
Australia on relevant matters;
d. providing quarterly reports to the Board
of the Insurance Council of Australia;
e. publishing an annual public report
containing aggregate industry data
and consolidated analysis on Code
compliance.",0
Travel Insurance Claim,General Insurance Code of Practice,"Before the Code Governance Committee
imposes a sanction on us, it must give us
the opportunity to provide a response. We
will respond within 10 Business Days.",0
Travel Insurance Claim,General Insurance Code of Practice,"If we identify a Significant Breach of the
Code, then we will report it to the Code
Governance Committee within
10 Business Days.",0
Travel Insurance Claim,General Insurance Code of Practice,"We will work with the Insurance Council
of Australia to promote and champion
the Code.",0
Travel Insurance Claim,General Insurance Code of Practice,"If the Code Governance Committee
believes the Code is not meeting the
objectives outlined in part 1 of the Code,
then the Code Governance Committee
may recommend to the Board of the
Insurance Council of Australia that the
Code should be reviewed.",0
Travel Insurance Claim,General Insurance Code of Practice,"Our quality assurance program will
include reviews of our non-genuine
claims indicators to make sure they
remain relevant, appropriate and do not
discriminate — we review these at least
once a year.",0
Travel Insurance Claim,General Insurance Code of Practice,"If an independent interpreter is needed
either for you, or for us, we will arrange
for this at our cost.",0
Travel Insurance Claim,General Insurance Code of Practice,"When we are arranging the interview,
we will tell you: a. several possible convenient locations,
including your home, where the
interview can occur, and that you can
suggest another location, provided it
is a reasonable place for both you and
the Investigator or Employee; b. that you can schedule the interview for
a time and date that suits you.",0
Travel Insurance Claim,General Insurance Code of Practice,"The Investigator or Employee must
record all offers of breaks, and the
interviewee’s responses.",0
Travel Insurance Claim,General Insurance Code of Practice,"We keep an up-to-date register of our
Investigators’ licences, including their
expiry dates. We do this to make sure the
licences of any Investigators we engage
are valid and current.",0
Travel Insurance Claim,General Insurance Code of Practice,"We will not conduct surveillance of you:
a. inside any court, or other judicial facility;
b. in any medical, or related facility;
c. in any bathroom, change room, or
lactation room;
d. inside your house;
e. at a business premises — unless it is
open to the public;
f. where prohibited by relevant law.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"This PDS, together with the Certificate
of Insurance, Medical Terms of Cover
document, and any other written document
we tell you forms part of your policy, make
up your contract with company_xy. Please
carefully read them and retain these
documents in a safe place.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"You can also get a paper copy of the
updated information free of charge by
calling the contact number shown on the
back cover of this PDS.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"Our Basic Plan is only available to travellers
who are aged under 75 years at the time the
Certificate of Insurance is issued.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"This product contains the following plans: • Comprehensive
• Basic
• Domestic
• Multi-Trip
The plan(s) which are available for
your journey depends on your travel
arrangements and is subject to you meeting
the eligibility criteria. The Table of Benefits
on pages 11 to 14 sets out the benefits and
limits which apply to each plan.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"Non-Medical: Covers one insured person only. The benefit
limits are shown in the Table of Benefits
under the Non-Medical Plan. A dependant
is covered as an insured person rather than
as a dependant under this plan, meaning
dependant sub-limits do not apply.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"Aside from any destinations where your
transit time or stop-over is less than 24
hours, your policy will not provide cover
outside of the destination(s), countries
and/or regions listed on your Certificate of
Insurance.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"If you are already travelling and would
like to be insured for longer than your
original period of cover, you will need to
apply for cover prior to the expiry of your
original policy.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"You also have the option to vary the
amount of the base excess - refer to
Varying The Base Excess in the Optional
Covers section for details.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"If you decide that you do not want your
policy, you may cancel it within 14 days
after you are issued your Certificate of
Insurance. We will give you a full refund of
the premium you paid, provided:
• you have not started your journey; and
• you do not want to make a claim under
your policy; and
• you do not want to exercise any other
right under your policy.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"The border closure or quarantine must be: • due to COVID-19; and
• enforced by a government or other
competent authority in the jurisdiction
where you are travelling or intend to
travel to or from; and
• in effect at the time you cancel your
policy or at the time when you are due
to commence your journey.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"Outside of these circumstances, you can
still cancel your policy but, we will not
refund any part of your premium if you do.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"If you are pregnant at the time of
purchasing your policy, your pregnancy is
considered to be a pre-existing medical
condition. Please ensure you read the
section titled Travel During Pregnancy
on page 17 for important information
about the cover this product provides for
pregnancy and when you need to apply for
cover of a pre-existing medical condition.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"This automatic cover will also apply if you
fall pregnant or discover you are pregnant
after your Certificate of Insurance has been
issued.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"You may also be able to add one or more of our optional covers to your
policy. Please read about the available options on pages 20 to 25 for
information on how to:
• include cover for additional activities by purchasing an optional pack.
• increase the standard item limits which apply to your luggage,
personal effects and valuables.
• vary the base excess amount which applies to your policy.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"Our Cruise Pack provides cover for you to
participate in sea and ocean cruising while
you are overseas and in Australian waters.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"This product provides cover for your
luggage and personal effects and
valuables under Benefit 4.1 Luggage,
Personal Effects & Valuables. The
standard item limits which apply in the
event of a claim are as follows (please refer
to sub-section 4.1.1a] on pages 39 and 40
for further details): • $3,000 for personal computers, tablets,
cameras or video cameras; • $1,000 for mobile phones (including
any items with phone capabilities); or • $750 for all other items.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"You should not pay or promise to pay,
settle with, admit or deny liability to
anyone who makes a claim against you
without our written consent. If you do, we
may reduce or refuse your claim to the
extent we are prejudiced.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"Subject to the conditions above, we will
cover dental expenses that are:
Due to an injury: due to an injury if you
are involved in an accident while you are
on your cruise and require treatment as
provided under sub-section 7.1.1. We
will also pay the necessary costs incurred
on the cruise and/or overseas to repair
damage to your teeth caused by injuries
you sustained in the accident. Due to sudden onset of pain: due to sudden
onset of dental pain that requires urgent
treatment while you are on your cruise.
For cover to apply:
• the tooth or teeth being treated must be
healthy natural teeth (including teeth
restored with fillings) with no impairment,
periodontal or other conditions; and
• the treatment is prescribed by the
treating dentist solely for the immediate
relief of sudden and acute onset of pain
due to either an infection or you biting
on something which caused the tooth to
chip or break.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"Cover is provided for your formal wear if,
during the period of cover for your journey,
it is stolen, accidentally damaged or is
permanently lost.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"To the extent permitted by law, we will not
pay: a] for any expenses for medical
evacuation, funeral expenses incurred
overseas or bringing your remains
back to your home unless it has been
approved by company_xy .
Please contact company_xy Global
Assistance to confirm approval for
these expenses;
b] for costs and expenses that you would
not have incurred had you followed
reasonable medical advice. This
includes any subsequent medical,
hospital or evacuation expenses
incurred when you did not follow the
reasonable medical advice; c] if your claim arises from bobsleighing,
snow rafting, parapenting, ski
acrobatics, ski or snowboard jumping,
aerial skiing, stunting, freestyle, skijoring
or any form of power-assisted skiing or
use of mechanised snow-mobiles except
as provided by the recognised piste
authorities for transport to and from
areas designed for recreational skiing; or
d] for any claims arising outside the
period 15th December to 31st March in
Northern Hemisphere resorts, and 15th
June to 30th September in Southern
Hemisphere resorts. This exclusion will
not apply to those resorts which are
open outside these time periods and
have sufficient snow for normal skiing
activities.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"We expect you to report the loss or theft
to the police or an office of the bus line,
airline, shipping line or rail authority you
were travelling on when the theft occurred.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"Your privacy is important to us. To offer,
quote, and provide you with this product
and our services, we, namely 
‘company_xy ’,
collect, store, use, and disclose your personal
information including sensitive information.
We usually collect it directly from you but
sometimes from others such as through our
business partners and agents, or from your
family members or travelling companions
or group leader. We are responsible for
ensuring your personal information is
used and protected in accordance with
applicable laws including the Privacy Act
1988. Personal information we collect
includes, for example, your name, address,
date of birth, email address, and sometimes
your medical information, bank account
details (to pay your claim or for refunds), as
well as other information we collect through
devices like ‘cookies’ when you visit our
website such as your IP address.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"We may contact you by telephone,
normal mail, email, electronic messages
such as SMS, and via other means with
promotional material and offers of
products or services from us, our related
companies, as well as offers from our
business partners that we consider may be
relevant and of interest to you. Where we
contact you for promotional purposes, you
can withdraw your consent at any time by
calling us or by contacting
us – see below.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"You must notify company_xy  as
soon as you are aware of any potential claim.
Please submit full details of your claim as
soon as possible by either:
• lodging your claim on-line 24 hours a day
at www.claimmanager.com.au; or
• emailing or posting a completed claim
form to company_xy .",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"You can obtain a claim form by emailing
company_xy  at
travelclaims@company_xy-assistance.com.au or by
calling the contact number on the back
cover of this PDS.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"You must co-operate at all times in relation to
providing supporting evidence and such other
information that may reasonably be required.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"You must give any information company_xy Global
Assistance reasonably asks for to support
your claim at your expense. Examples of
information to support your claim includes
police reports, valuations, medical reports,
original receipts or proof of purchase
and ownership. If required company_xy Global
Assistance may reasonably ask you to
provide them with translations into English
of any such documents to enable their
consideration of your claim.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"For medical, hospital or dental claims,
contact company_xy  as
soon as practicable.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"company_xy  will consider your
claim within 10 business days of receiving
a completed claim form and all necessary
documentation. If they need additional
information, a written notification will be
sent to you within 10 business days.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"If there is a delay in claim notification, or
you do not provide sufficient detail for
company_xy  to consider your
claim, we can reduce any claim payable by
the amount of prejudice we have suffered
because of the delay.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"If any loss, damage or liability covered
under this policy is covered by any other
insurance, you must give us details. If you
make a claim under one insurance and
you are paid the full amount of your claim,
you cannot make a claim under the other
insurance. If you make a claim under any
other insurance and you are not paid the
full amount of your claim, we will make
up the difference, up to the amount this
policy covers you for, provided your claim
is covered by this policy. We may seek
contribution to amounts we have paid,
or must pay, from your other insurer.
You must give us any information we
reasonably ask for to help us make a
claim from your other insurer.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"When taking into consideration the age of
a covered item we will (acting reasonably)
deduct the following amounts from our
settlement for each item you have claimed:
• For toiletries and medication (including
skin care, make-up, perfume, deodorant
and aftershave) we will deduct 50% of
the purchase price for each year you
have owned the item up to a maximum
deduction of 80%;
• For mobile phones, smart phones,
electrical devices, communication
devices, all computers (including laptops
and tablets), photographic equipment
and electronics equipment we will
deduct 20% of the purchase price for
each year you have owned the item up
to a maximum deduction of 80%;
• For clothing, footwear, luggage and
books we will deduct 15% of the
purchase price for each year you have
owned the item up to a maximum
deduction of 80%; • For camping, sporting and leisure
equipment (but not leisure clothing) and
musical instruments we will deduct 10%
of the purchase price for each year you
have owned the item up to a maximum
deduction of 80%;
• For jewellery we will not make any
deduction;
• For all other items we will deduct 15%
of the purchase price for each year you
have owned the item up to a maximum
deduction of 80%.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"For example:
You have a $500 digital camera that
was purchased 2 years before the date
it was lost. The rate of depreciation
would be 20% per year.
In settlement of your claim we would
pay you $300 (i.e. we will depreciate
the value of the digital camera by 20%
of the purchase price for each of the 2
years you have owned it), calculated
as follows:
Year 1 - Purchase price of $500 less
20% ($100) = $400
Year 2 - Depreciated value of $400 less
20% of the purchase price ($100) = $300",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"If you are entitled to claim an input tax credit
in respect of a cost for which a claim is made,
or would be entitled to an input tax credit
if you were to incur the relevant cost (i.e. in
replacing a lost or stolen item), the amount
we would otherwise pay will be reduced by
the amount of that input tax credit.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"If you are entitled to claim an input tax
credit in respect of your premium you must
inform us of the amount of that input tax
credit (as a percentage) at the time you
first make a claim. If you fail to do so, you
may have a liability for GST if we pay you
an amount under your policy.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"We will pay all claims in Australian dollars.
We will pay you unless you tell us to
pay someone else. The rate of currency
exchange that will apply is the rate at the
time you incurred the expense. Payment
will be made by direct credit to a bank
account nominated by you.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"You should not admit that you are at fault
for any accident, incident or event causing
a claim under your policy, and you must
not offer or promise to pay any money, or
become involved in legal action, without
the approval of company_xy . If
you do, we may reduce or refuse your claim
to the extent we are prejudiced.",0
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"If we have a claim against someone in
relation to the money we have to pay or we
have paid under your policy, you must take
reasonable steps to help us do that in legal
proceedings. If you are aware of any third
party that you or we may recover money
from, you must inform us of such third party.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"You are to assist and permit to be done,
everything reasonably required by us for
the purpose of recovering compensation
or securing indemnity from other parties
to which we may become entitled or
subrogated, upon us paying your claim
under this policy regardless of whether
we have yet paid your claim and whether or not the amount we pay you is less than
full compensation for your loss. These
rights exist regardless of whether your
claim is paid under a non-indemnity or an
indemnity clause of this policy.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"We will apply any money we recover from
someone else under a right of subrogation
in the following order:
1. to us, our costs (administration and
legal) arising from the recovery.
2. to us, an amount equal to the amount
that we paid to you under your policy.
3. to you, your uninsured loss (less your
excess).
4. to you, your excess.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"Once we pay your total loss we will keep all
money left over.",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"If you are dissatisfied with our service in any
way, please contact us and we will attempt
to resolve the matter in accordance with our
internal dispute resolution procedures. You
can contact us to make a complaint and
request a copy of our procedures using the
contact details provided below.
company_xy ",1
Travel Insurance Claim,Travel Insurance Product Disclosure Statement company_xy,"If you are not happy with the proposed
resolution of your complaint, or we do not
make a decision within the period that we
tell you we will respond, we will tell you
about your right to escalate your complaint
to the Australian Financial Complaints
Authority (AFCA). AFCA provides a free and
independent dispute resolution service for
consumers who have general insurance
disputes falling within its terms. If you wish to
exercise your right to refer your complaint to external dispute resolution, you may contact
AFCA using the details provided below.
The Australian Financial Complaints
Authority
www.afca.org.au
1800 931 678
info@afca.org.au
GPO Box 3, Melbourne VIC 3001",1
Travel Insurance Claim,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,"The AML/CTF Rules may provide that, if a reporting entity commences to provide, or provides, a specified kind of designated service to a customer, the reporting entity must make a record of information relating to the provision of the service.",0
Travel Insurance Claim,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,"A person commits an offence if:

                     (a)  the person produces a document to:

                              (i)  the AUSTRAC CEO; or

                             (ii)  an authorised officer; or

                            (iii)  a customs officer; or

                            (iv)  a police officer; or

                             (v)  a reporting entity; or

                            (vi)  a person acting on a reporting entity’s behalf; and

                     (b)  the person does so knowing that the document is false or misleading; and

                     (c)  the document is produced, or purportedly produced, under:

                              (i)  this Act; or

                             (ii)  a provision of the regulations or of the AML/CTF Rules, if the regulations or Rules (as applicable) state that this section applies to that provision.

Penalty:  Imprisonment for 10 years or 10,000 penalty units, or both.

",0
Travel Insurance Claim,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,"The identity card must

                     (a)  be in a form approved in writing by the AUSTRAC CEO; and

                     (b)  contain a recent photograph of the authorised officer.",0
Travel Insurance Claim,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,The AUSTRAC CEO must issue an identity card to an authorised officer.,0
Travel Insurance Claim,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,"For the purposes of this Act, monitoring powers include the power to secure a thing for no more than 24 hours if:

                     (a)  the thing is found during the exercise of monitoring powers on the premises; and

                     (b)  an authorised officer believes on reasonable grounds that:

                              (i)  the thing affords evidence of the commission of an offence against this Act or the regulations, or evidence of the commission of an offence against the Crimes Act 1914 or the Criminal Code that relates to this Act or the regulations; and

                             (ii)  it is necessary to secure the thing in order to prevent it from being concealed, lost or destroyed before a warrant to seize the thing is obtained; and

                            (iii)  the circumstances are serious and urgent.",0
Travel Insurance Claim,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,"  An authorised officer is not entitled to exercise any powers under this Part in relation to premises if:

                     (a)  the occupier of the premises requires the authorised officer to produce his or her identity card for inspection by the occupier; and

                     (b)  the authorised officer fails to comply with the requirement.",0
Travel Insurance Claim,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,"The pecuniary penalty payable by a body corporate must not exceed 100,000 penalty units.",0
Travel Insurance Claim,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,Proceedings for a civil penalty order may be started no later than 6 years after the contravention.,0
Travel Insurance Claim,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,The Federal Court must not make a civil penalty order against a person for a contravention if the person has been convicted of an offence constituted by conduct that is substantially the same as the conduct constituting the contravention.,0
Travel Insurance Claim,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,"The AUSTRAC CEO is to monitor, and report to the Minister on, compliance by reporting entities with their obligations under this Act, the regulations and the AML/CTF Rules.",0
Travel Insurance Claim,Anti-Money Laundering and Counter-Terrorism Financing Act 2006,"If a suspicious matter reporting obligation arises for a reporting entity in relation to a person, the reporting entity must give the AUSTRAC CEO a report about the matter within:

                     (a)  if paragraph (1)(d), (e), (f), (i) or (j) applies—3 business days after the day on which the reporting entity forms the relevant suspicion; or

                     (b)  if paragraph (1)(g) or (h) applies—24 hours after the time when the reporting entity forms the relevant suspicion.",0
