Process,document_title,Text,label
GPT_5,Online Safety Act 2021,(2)  The Commissioner may give the person a written direction requiring the person to take specified action directed towards ensuring that the person does not contravene section 75 in the future. ,0
GPT_5,Online Safety Act 2021,(3)  A person must not contravene a direction under subsection (2). Civil penalty: 500 penalty units. Remedial direction is not a legislative instrument ,0
GPT_5,Online Safety Act 2021,(4)  A direction under subsection (2) is not a legislative instrument. ,0
GPT_5,Online Safety Act 2021,"(2) If the Commissioner is satisfied that there were 2 or more occasions during the previous 12 months on which: (a)  an intimate image of a person is, or has been, provided on: (i) a social media service; or 
(ii) a relevant electronic service; or (iii) a designated internet service; and 
(b)  the provision of the intimate image contravened the service’s terms of use; and 
(c)  the person did not consent to the provision of the intimate image on the service; and 
(d)  the provision of the intimate image on the service is not an exempt provision of the intimate image; ",0
GPT_5,Online Safety Act 2021,"The following conditions are satisfied: (i)  the intimate image was posted on the service by an end-user of the service; 
(ii)  the end-user is a protected person (within the meaning of section 223); 
(iii)  the post was in connection with the exercise of a power, or the performance of a function, conferred on the Commissioner by or under this Act; or 
(i) a condition determined under subsection (2) is satisfied. ",0
GPT_5,Online Safety Act 2021,"The provider of a social media service, a relevant electronic service or a designated internet service may be given a notice (a removal notice) requiring the removal from the service of cyber-abuse material targeted at an Australian adult. ",0
GPT_5,Online Safety Act 2021,A person who posts cyber-abuse material targeted at an Australian adult may be given a notice (a removal notice) requiring the person to remove the material. ,0
GPT_5,Online Safety Act 2021,A hosting service provider who hosts cyber-abuse material targeted at an Australian adult may be given a notice (a removal notice) requiring the provider to cease hosting the material. ,0
GPT_5,Online Safety Act 2021,"(2)  So far as is reasonably practicable, the material must be identified in the removal notice in a way that is sufficient to enable the provider of the service to comply with the notice. ",0
GPT_5,Quest Coffee Roaster Handbook,"Light roasts are light brown with no oil on the bean surface, with a toasted grain taste and noticeable acidity. Light roasts are dropped during 1C. ",0
GPT_5,Quest Coffee Roaster Handbook,"Medium roasts are medium brown to brown with no oil on the surface, although darker roasts in this group may appear slightly shiny. They are balanced, exhibiting significant flavour and aroma. They are dropped during the quiet period between the end of 1C and the start of 2C. ",0
GPT_5,Quest Coffee Roaster Handbook,"Seasoning is an opportunity to get used to the roaster and correlate the thermometer readings to actual bean temperature by recording the time and displayed temperature of the roast's critical points: Yellow, 1C start/end, and 2C start/end. Use the table provided in the annex to record the observed temperatures corresponding to these data points. ",0
