Process,Text,Label,Process_description
Travel Insurance Claim,if the code governance committee believe the code be not meet the objective outline in part 1 of the code then the code governance committee may recommend to the board of the insurance council of australia that the code should be review,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,when we be arrange the interview we will tell you : a. several possible convenient location include your home where the interview can occur and that you can suggest another location provide it be a reasonable place for both you and the investigator or employee ; b. that you can schedule the interview for a time and date that suit you,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,we will not conduct surveillance of you : a. inside any court or other judicial facility ; b. in any medical or related facility ; c. in any bathroom change room or lactation room ; d. inside your house ; e. at a business premise — unless it be open to the public ; f. where prohibit by relevant law,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,aside from any destination where your transit time or stop - over be less than 24 hour your policy will not provide cover outside of the destination ( s ) country and/or region list on your certificate of insurance,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,if you be pregnant at the time of purchase your policy your pregnancy be consider to be a pre - existing medical condition please ensure you read the section title travel during pregnancy on page 17 for important information about the cover this product provide for pregnancy and when you need to apply for cover of a pre - existing medical condition,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,"this product provide cover for your luggage and personal effect and valuable under benefit 4.1 luggage personal effects & valuables the standard item limit which apply in the event of a claim be as follow ( please refer to sub - section 4.1.1a ] on page 39 and 40 for further detail ) : • $ 3,000 for personal computer tablet camera or video camera ; • $ 1,000 for mobile phone ( include any item with phone capability ) ; or • $ 750 for all other item",0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,we expect you to report the loss or theft to the police or an office of the bus line airline shipping line or rail authority you be travel on when the theft occur,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,your privacy be important to we to offer quote and provide you with this product and our service we namely ' company_xy ' collect store use and disclose your personal information include sensitive information we usually collect it directly from you but sometimes from other such as through our business partner and agent or from your family member or travel companion or group leader we be responsible for ensure your personal information be use and protect in accordance with applicable law include the privacy act 1988 personal information we collect include for example your name address date of birth email address and sometimes your medical information bank account detail ( to pay your claim or for refund ) as well as other information we collect through device like ' cookie ' when you visit our website such as your ip address,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,you must give any information company_xy global assistance reasonably ask for to support your claim at your expense example of information to support your claim include police report valuation medical report original receipt or proof of purchase and ownership if require company_xy global assistance may reasonably ask you to provide they with translation into english of any such document to enable their consideration of your claim,1,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,if there be a delay in claim notification or you do not provide sufficient detail for company_xy to consider your claim we can reduce any claim payable by the amount of prejudice we have suffer because of the delay,1,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,when take into consideration the age of a cover item we will ( act reasonably ) deduct the follow amount from our settlement for each item you have claim : • for toiletry and medication ( include skin care make - up perfume deodorant and aftershave ) we will deduct 50 % of the purchase price for each year you have own the item up to a maximum deduction of 80 % ; • for mobile phone smart phone electrical device communication device all computer ( include laptop and tablet ) photographic equipment and electronic equipment we will deduct 20 % of the purchase price for each year you have own the item up to a maximum deduction of 80 % ; • for clothing footwear luggage and book we will deduct 15 % of the purchase price for each year you have own the item up to a maximum deduction of 80 % ; • for camping sporting and leisure equipment ( but not leisure clothing ) and musical instrument we will deduct 10 % of the purchase price for each year you have own the item up to a maximum deduction of 80 % ; • for jewellery we will not make any deduction ; • for all other item we will deduct 15 % of the purchase price for each year you have own the item up to a maximum deduction of 80 %,1,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,for example : you have a $ 500 digital camera that be purchase 2 year before the date it be lose the rate of depreciation would be 20 % per year in settlement of your claim we would pay you $ 300 ( i.e we will depreciate the value of the digital camera by 20 % of the purchase price for each of the 2 year you have own it ) calculate as follow : year 1 - purchase price of $ 500 less 20 % ( $ 100 ) = $ 400 year 2 - depreciated value of $ 400 less 20 % of the purchase price ( $ 100 ) = $ 300,1,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,you should not admit that you be at fault for any accident incident or event cause a claim under your policy and you must not offer or promise to pay any money or become involved in legal action without the approval of company_xy if you do we may reduce or refuse your claim to the extent we be prejudiced,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,if we have a claim against someone in relation to the money we have to pay or we have pay under your policy you must take reasonable step to help we do that in legal proceeding if you be aware of any third party that you or we may recover money from you must inform we of such third party,1,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,you be to assist and permit to be do everything reasonably require by we for the purpose of recover compensation or secure indemnity from other party to which we may become entitled or subrogate upon we pay your claim under this policy regardless of whether we have yet pay your claim and whether or not the amount we pay you be less than full compensation for your loss these right exist regardless of whether your claim be pay under a non - indemnity or an indemnity clause of this policy,1,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,if you be dissatisfied with our service in any way please contact we and we will attempt to resolve the matter in accordance with our internal dispute resolution procedure you can contact we to make a complaint and request a copy of our procedure use the contact detail provide below,1,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,if you be not happy with the propose resolution of your complaint or we do not make a decision within the period that we tell you we will respond we will tell you about your right to escalate your complaint to the australian financial complaints authority ( afca ) afca provide a free and independent dispute resolution service for consumer who have general insurance dispute fall within its term if you wish to exercise your right to refer your complaint to external dispute resolution you may contact afca use the detail provide below the australian financial complaints authority www.afca.org.au 1800 931 678 info @ afca.org.au gpo box 3 melbourne vic 3001,1,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,the aml / ctf rules may provide that if a report entity commence to provide or provide a specify kind of designate service to a customer the reporting entity must make a record of information relate to the provision of the service,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,an authorise officer be not entitle to exercise any power under this part in relation to premise if : ( a ) the occupier of the premise require the authorise officer to produce his or her identity card for inspection by the occupier ; and ( b ) the authorise officer fail to comply with the requirement,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,for the purpose of this act an assistance animal be a dog or other animal : ( a ) accredit under a law of a state or territory that provide for the accreditation of animal train to assist a person with a disability to alleviate the effect of the disability ; or ( b ) accredit by an animal training organisation prescribe by the regulation for the purpose of this paragraph ; or ( c ) train : ( i ) to assist a person with a disability to alleviate the effect of the disability ; and ( ii ) to meet standard of hygiene and behaviour that be appropriate for an animal in a public place,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,for the purpose of this act a disability aid in relation to a person with a disability be equipment ( include a palliative or therapeutic device ) that : ( a ) be use by the person ; and ( b ) provide assistance to alleviate the effect of the disability,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,a person must not be appoint under subsection ( 1 ) as the disability discrimination commissioner unless the minister be satisfied that : ( a ) the person have appropriate qualification knowledge or experience ; and ( b ) the selection of the person for the appointment be the result of a process that : ( i ) be merit‑base ; and ( ii ) include public advertising of the position,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,the action planner may give a copy of the action plan or of any amendment to the action plan to the commission,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,if the action planner do so the commission must make the copy available to the public,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
Travel Insurance Claim,it be unlawful for an employer or a person act or purport to act on behalf of an employer to discriminate against a person on the ground of the other person ’ s disability : ( a ) in the arrangement make for the purpose of determine who should be offer employment ; or ( b ) in determine who should be offer employment ; or ( c ) in the term or condition on which employment be offer,0,the process for a travel insurance claim involve several important step to ensure a fair and accurate resolution for both the insured traveler and the insurance provider first when a traveler contact the insurance provider to report a claim the provider will typically ask for detailed information about the event include the necessary documentation to support the claim next the insurance provider will review the policy coverage to determine if the claim fall under the policy 's cover event if the event be cover the insurance company will then assess the claim and the support documentation to determine the amount of coverage if any that the traveler be entitle to receive depend on the complexity of the claim and the amount of coverage request this process can take vary amount of time once the claim have be assess the insurance provider will either issue payment for the cover expense or deny the claim if it be not cover under the policy
